7.426393000000000000e+06,7.824000000000000000e+04,1.354800000000000000e+04,7.050000000000000000e+02
4.942030000000000000e+05,2.651000000000000000e+03,1.309000000000000000e+03,0.000000000000000000e+00
1.428190000000000000e+05,1.311900000000000000e+04,1.510000000000000000e+02,1.141000000000000000e+03
1.580028000000000000e+06,6.572900000000000000e+04,1.529000000000000000e+03,3.598000000000000000e+03
4.059200000000000000e+04,5.019000000000000000e+03,5.700000000000000000e+01,4.900000000000000000e+02
3.176960000000000000e+05,9.449000000000000000e+03,1.350000000000000000e+02,4.640000000000000000e+02
4.792910000000000000e+05,2.393500000000000000e+04,6.380000000000000000e+02,1.941000000000000000e+03
1.053240900000000000e+07,3.848410000000000000e+05,7.547000000000000000e+03,2.384900000000000000e+04
6.545300000000000000e+04,2.761000000000000000e+03,3.300000000000000000e+01,2.230000000000000000e+02
7.517430000000000000e+05,4.227200000000000000e+04,3.580000000000000000e+02,3.250000000000000000e+03
1.121715000000000000e+06,6.598800000000000000e+04,5.910000000000000000e+02,5.102500000000000000e+04
1.991020000000000000e+05,1.491600000000000000e+04,3.240000000000000000e+02,1.098000000000000000e+03
1.024398000000000000e+06,6.135200000000000000e+04,9.670000000000000000e+02,4.097000000000000000e+03
4.833600000000000000e+05,1.625100000000000000e+04,2.450000000000000000e+02,1.588000000000000000e+03
6.014190000000000000e+05,1.956400000000000000e+04,6.580000000000000000e+02,2.510000000000000000e+03
1.855410000000000000e+05,1.217200000000000000e+04,1.140000000000000000e+02,8.270000000000000000e+02
8.142620000000000000e+05,6.629000000000000000e+04,3.557000000000000000e+03,5.546000000000000000e+03
1.698980000000000000e+05,5.470000000000000000e+03,3.620000000000000000e+02,4.900000000000000000e+02
1.691734000000000000e+06,3.963300000000000000e+04,1.775000000000000000e+03,5.191000000000000000e+03
9.177460000000000000e+05,2.545500000000000000e+04,7.310000000000000000e+02,1.073000000000000000e+03
4.088400000000000000e+04,1.126000000000000000e+03,1.500000000000000000e+01,1.310000000000000000e+02
1.251960000000000000e+05,5.388000000000000000e+03,4.600000000000000000e+01,4.180000000000000000e+02
1.628180000000000000e+05,9.523000000000000000e+03,4.160000000000000000e+02,1.079000000000000000e+03
1.936216000000000000e+06,7.452800000000000000e+04,1.059000000000000000e+03,6.552000000000000000e+03
2.266800000000000000e+04,6.200000000000000000e+01,0.000000000000000000e+00,2.700000000000000000e+01
1.701667000000000000e+06,5.379500000000000000e+04,8.517000000000000000e+03,3.629000000000000000e+04
3.553600000000000000e+04,2.094000000000000000e+03,4.000000000000000000e+01,4.150000000000000000e+02
1.893890000000000000e+05,1.578700000000000000e+04,1.040000000000000000e+02,2.479000000000000000e+03
3.695410000000000000e+05,7.658000000000000000e+03,4.690000000000000000e+02,1.887000000000000000e+03
4.659935000000000000e+06,1.750900000000000000e+04,2.542000000000000000e+03,2.157000000000000000e+03
1.534270000000000000e+05,8.915000000000000000e+03,9.100000000000000000e+01,1.080000000000000000e+03
1.091010000000000000e+05,4.209000000000000000e+03,1.090000000000000000e+02,4.620000000000000000e+02
4.615562000000000000e+06,1.048890000000000000e+05,2.180000000000000000e+03,1.135500000000000000e+04
3.793930000000000000e+05,1.409300000000000000e+04,3.230000000000000000e+02,1.338000000000000000e+03
2.743580000000000000e+05,9.213000000000000000e+03,4.760000000000000000e+02,8.380000000000000000e+02
2.185360000000000000e+05,1.065900000000000000e+04,4.320000000000000000e+02,1.424000000000000000e+03
2.524251000000000000e+06,1.710000000000000000e+04,6.760000000000000000e+02,5.311000000000000000e+03
4.634250000000000000e+05,2.644600000000000000e+04,8.020000000000000000e+03,1.280600000000000000e+04
3.263000000000000000e+03,1.080000000000000000e+02,2.000000000000000000e+00,7.000000000000000000e+00
1.821420000000000000e+05,4.041000000000000000e+03,8.200000000000000000e+02,3.267000000000000000e+03
8.260100000000000000e+04,5.311000000000000000e+03,6.700000000000000000e+01,1.662000000000000000e+03
1.366770000000000000e+05,4.900000000000000000e+02,2.060000000000000000e+02,1.841000000000000000e+03
2.141260000000000000e+05,9.278000000000000000e+03,1.390000000000000000e+02,3.490000000000000000e+02
8.072650000000000000e+05,2.651800000000000000e+04,5.220000000000000000e+02,5.996000000000000000e+03
1.419370000000000000e+05,9.886000000000000000e+03,1.300000000000000000e+02,1.224000000000000000e+03
5.816900000000000000e+04,1.906000000000000000e+03,7.300000000000000000e+01,1.980000000000000000e+02
3.150910000000000000e+05,1.953300000000000000e+04,2.040000000000000000e+02,3.172000000000000000e+03
5.035850000000000000e+05,4.107200000000000000e+04,3.620000000000000000e+02,3.399000000000000000e+03
4.981260000000000000e+05,6.298000000000000000e+03,1.120000000000000000e+02,7.890000000000000000e+02
